Año,Trimestre,Provincia,internet_hogares_porcentual,Periodo
2015,2,Neuquén,53.12,15-T2
2015,2,Río Negro,45.98,15-T2
2015,2,Salta,30.46,15-T2
2015,2,San Juan,27.64,15-T2
2015,2,San Luis,9.71,15-T2
2015,2,Santa Cruz,27.07,15-T2
2015,2,Santa Fe,51.18,15-T2
2015,2,Santiago Del Estero,17.11,15-T2
2015,2,Tierra Del Fuego,74.51,15-T2
2015,2,Tucumán,35.69,15-T2
2015,1,Buenos Aires,56.37,15-T1
2015,1,Capital Federal,114.9,15-T1
2015,1,Catamarca,25.11,15-T1
2015,1,Chaco,26.65,15-T1
2015,1,Chubut,37.61,15-T1
2015,1,Córdoba,54.7,15-T1
2015,1,Corrientes,28.95,15-T1
2015,1,Entre Ríos,42.07,15-T1
2015,1,Formosa,18.12,15-T1
2015,1,Jujuy,19.69,15-T1
2015,1,La Pampa,55.51,15-T1
2015,1,La Rioja,16.7,15-T1
2015,1,Mendoza,32.37,15-T1
2015,1,Misiones,26.31,15-T1
2015,1,Neuquén,51.95,15-T1
2015,1,Río Negro,45.33,15-T1
2015,1,Salta,30.01,15-T1
2015,1,San Juan,27.55,15-T1
2015,1,San Luis,9.72,15-T1
2015,1,Santa Cruz,27.99,15-T1
2015,1,Santa Fe,50.24,15-T1
2015,1,Santiago Del Estero,17.06,15-T1
2015,1,Tierra Del Fuego,74.23,15-T1
2015,1,Tucumán,35.08,15-T1
2014,4,Buenos Aires,56.09,14-T4
2014,4,Capital Federal,114.9,14-T4
2014,4,Catamarca,25.51,14-T4
2014,4,Chaco,21.87,14-T4
2014,4,Chubut,40.25,14-T4
2014,4,Córdoba,54.7,14-T4
2014,4,Corrientes,23.56,14-T4
2014,4,Entre Ríos,36.03,14-T4
2014,4,Formosa,17.96,14-T4
2014,4,Jujuy,19.6,14-T4
2014,4,La Pampa,51.27,14-T4
2014,4,La Rioja,17.01,14-T4
2014,4,Mendoza,32.64,14-T4
2014,4,Misiones,24.16,14-T4
2014,4,Neuquén,52.55,14-T4
2014,4,Río Negro,45.48,14-T4
2014,4,Salta,29.53,14-T4
2014,4,San Juan,28.04,14-T4
2014,4,San Luis,9.79,14-T4
2014,4,Santa Cruz,27.8,14-T4
2014,4,Santa Fe,50.0,14-T4
2014,4,Santiago Del Estero,17.27,14-T4
2014,4,Tierra Del Fuego,66.14,14-T4
2014,4,Tucumán,35.32,14-T4
2014,3,Buenos Aires,56.75,14-T3
2014,3,Capital Federal,113.8,14-T3
2014,3,Catamarca,24.71,14-T3
2014,3,Chaco,21.11,14-T3
2014,3,Chubut,40.6,14-T3
2014,3,Córdoba,54.23,14-T3
2014,3,Corrientes,22.79,14-T3
2014,3,Entre Ríos,34.98,14-T3
2014,3,Formosa,17.77,14-T3
2014,3,Jujuy,18.37,14-T3
2014,3,La Pampa,55.78,14-T3
2014,3,La Rioja,16.51,14-T3
2014,3,Mendoza,32.31,14-T3
2014,3,Misiones,23.57,14-T3
2014,3,Neuquén,56.4,14-T3
2014,3,Río Negro,46.2,14-T3
2014,3,Salta,29.22,14-T3
2014,3,San Juan,27.85,14-T3
2014,3,San Luis,9.71,14-T3
2014,3,Santa Cruz,28.23,14-T3
2014,3,Santa Fe,49.2,14-T3
2014,3,Santiago Del Estero,16.49,14-T3
2014,3,Tierra Del Fuego,65.69,14-T3
2014,3,Tucumán,33.94,14-T3
2014,2,Buenos Aires,55.06,14-T2
2014,2,Capital Federal,113.14,14-T2
2014,2,Catamarca,24.7,14-T2
2014,2,Chaco,20.96,14-T2
2014,2,Chubut,41.41,14-T2
2014,2,Córdoba,53.45,14-T2
2014,2,Corrientes,22.58,14-T2
2014,2,Entre Ríos,34.69,14-T2
2014,2,Formosa,17.54,14-T2
2014,2,Jujuy,18.71,14-T2
2014,2,La Pampa,49.71,14-T2
2014,2,La Rioja,16.5,14-T2
2014,2,Mendoza,32.1,14-T2
2014,2,Misiones,23.37,14-T2
2014,2,Neuquén,50.84,14-T2
2014,2,Río Negro,45.33,14-T2
2014,2,Salta,28.91,14-T2
2014,2,San Juan,27.78,14-T2
2014,2,San Luis,9.72,14-T2
2014,2,Santa Cruz,29.38,14-T2
2014,2,Santa Fe,48.39,14-T2
2014,2,Santiago Del Estero,16.7,14-T2
2014,2,Tierra Del Fuego,64.36,14-T2
2014,2,Tucumán,33.94,14-T2
2014,1,Buenos Aires,54.57,14-T1
2014,1,Capital Federal,112.25,14-T1
2014,1,Catamarca,24.25,14-T1
2014,1,Chaco,20.72,14-T1
2014,1,Chubut,41.24,14-T1
2014,1,Córdoba,52.52,14-T1
2014,1,Corrientes,22.32,14-T1
2014,1,Entre Ríos,34.37,14-T1
2014,1,Formosa,17.42,14-T1
2014,1,Jujuy,18.42,14-T1
2014,1,La Pampa,48.43,14-T1
2014,1,La Rioja,16.29,14-T1
2014,1,Mendoza,31.91,14-T1
2014,1,Misiones,23.14,14-T1
2014,1,Neuquén,49.79,14-T1
2014,1,Río Negro,44.91,14-T1
2014,1,Salta,28.7,14-T1
2014,1,San Juan,27.6,14-T1
2014,1,San Luis,9.35,14-T1
2014,1,Santa Cruz,28.94,14-T1
2014,1,Santa Fe,47.85,14-T1
2014,1,Santiago Del Estero,16.31,14-T1
2014,1,Tierra Del Fuego,63.97,14-T1
2014,1,Tucumán,33.42,14-T1
